NOMMER,VAAR,MOER,GR,YR,SEX,BDAT,WDAT
931012,910922,872592,2,93,2,6/28/1993,10/29/1993
931022,910922,872592,2,93,1,6/28/1993,10/29/1993
931033,912823,895993,3,93,1,6/28/1993,10/29/1993
931043,912823,895993,3,93,1,6/28/1993,10/29/1993
931052,903712,860612,2,93,2,6/28/1993,10/29/1993
931062,910922,913722,2,93,2,6/28/1993,10/29/1993
931072,912752,880531,2,93,1,6/28/1993,10/29/1993
931082,912752,880531,2,93,1,6/28/1993,10/29/1993
931092,910742,880775,2,93,2,6/29/1993,10/29/1993
931102,910742,880775,2,93,2,6/29/1993,10/29/1993
931113,912643,910863,3,93,1,6/29/1993,10/29/1993
931122,870311,910342,2,93,1,6/29/1993,10/29/1993
931132,870311,910342,2,93,1,6/29/1993,10/29/1993
931142,910922,870552,2,93,1,6/29/1993,10/29/1993
931152,910922,870552,2,93,1,6/29/1993,10/29/1993
931162,911722,900302,2,93,2,6/29/1993,10/29/1993
931172,910742,880161,2,93,1,6/29/1993,10/29/1993
931182,910742,880161,2,93,1,6/29/1993,10/29/1993
931192,903712,860409,2,93,1,6/29/1993,10/29/1993
931202,903712,860409,2,93,1,6/29/1993,10/29/1993
931212,912752,905042,2,93,2,6/29/1993,10/29/1993
931222,912752,905042,2,93,2,6/29/1993,10/29/1993
931232,910922,913472,2,93,1,6/29/1993,10/29/1993
931242,910922,913472,2,93,1,6/29/1993,10/29/1993
931253,912783,894683,3,93,1,6/29/1993,10/29/1993
931263,912783,894683,3,93,2,6/29/1993,10/29/1993
931272,912752,910202,2,93,1,6/29/1993,10/29/1993
931282,882015,910912,2,93,2,6/29/1993,10/29/1993
931292,910922,911362,2,93,2,6/29/1993,10/29/1993
931302,870311,910172,2,93,1,6/30/1993,10/29/1993
931312,870311,910172,2,93,1,6/30/1993,10/29/1993
931322,911722,910012,2,93,1,6/30/1993,10/29/1993
931332,911722,910012,2,93,1,6/30/1993,10/29/1993
931343,912783,914293,3,93,1,6/30/1993,10/29/1993
931352,910742,890852,2,93,2,6/30/1993,10/29/1993
931362,910742,890852,2,93,2,6/30/1993,10/29/1993
931372,911722,902522,2,93,1,6/30/1993,10/29/1993
931383,912823,902783,3,93,2,6/30/1993,10/29/1993
931393,912823,902783,3,93,2,6/30/1993,10/29/1993
931402,870311,912252,2,93,2,6/30/1993,10/29/1993
931412,911722,881272,2,93,2,6/30/1993,10/29/1993
931422,911722,881272,2,93,1,6/30/1993,10/29/1993
931432,912752,903532,2,93,1,6/30/1993,10/29/1993
931442,912752,903532,2,93,1,6/30/1993,10/29/1993
931452,910742,896062,2,93,1,6/30/1993,10/29/1993
931462,910742,896062,2,93,1,6/30/1993,10/29/1993
931472,911722,903152,2,93,1,6/30/1993,10/29/1993
931482,911722,903152,2,93,1,6/30/1993,10/29/1993
931492,912752,870822,2,93,1,6/30/1993,10/29/1993
931502,912752,882512,2,93,1,6/30/1993,10/29/1993
931512,912752,882512,2,93,2,6/30/1993,10/29/1993
931522,903712,861629,2,93,2,6/30/1993,10/29/1993
931532,903712,861629,2,93,2,6/30/1993,10/29/1993
931542,910742,872512,2,93,2,7/1/1993,10/29/1993
931553,912823,874843,3,93,2,7/1/1993,10/29/1993
931563,912823,874843,3,93,1,7/1/1993,10/29/1993
931572,870311,910305,2,93,1,7/1/1993,10/29/1993
931582,870311,910305,2,93,2,7/1/1993,10/29/1993
931592,882015,910140,2,93,2,7/1/1993,10/29/1993
931603,912643,902033,3,93,2,7/1/1993,10/29/1993
931613,912643,902033,3,93,2,7/1/1993,10/29/1993
931623,912643,882073,3,93,1,7/1/1993,10/29/1993
931633,912643,882073,3,93,1,7/1/1993,10/29/1993
931642,870311,910982,2,93,2,7/1/1993,10/29/1993
931652,870311,910982,2,93,1,7/1/1993,10/29/1993
931663,912643,894523,3,93,1,7/1/1993,10/29/1993
931673,912643,894523,3,93,2,7/1/1993,10/29/1993
931683,912643,874653,3,93,2,7/1/1993,10/29/1993
931693,912643,874653,3,93,1,7/1/1993,10/29/1993
931703,912783,872483,3,93,2,7/1/1993,10/29/1993
931713,912783,912453,3,93,2,7/2/1993,10/29/1993
931723,913913,883963,3,93,2,7/2/1993,10/29/1993
931733,913913,883963,3,93,2,7/2/1993,10/29/1993
931743,912783,900873,3,93,2,7/2/1993,10/29/1993
931752,910922,890652,2,93,2,7/2/1993,10/29/1993
931762,910922,890652,2,93,2,7/2/1993,10/29/1993
931772,910922,890652,2,93,1,7/2/1993,10/29/1993
931783,912643,871921,3,93,1,7/2/1993,10/29/1993
931793,912643,871921,3,93,2,7/2/1993,10/29/1993
931803,912783,894223,3,93,1,7/2/1993,10/29/1993
931813,912783,894223,3,93,1,7/2/1993,10/29/1993
931822,910742,890502,2,93,2,7/2/1993,10/29/1993
931833,912783,874623,3,93,1,7/2/1993,10/29/1993
931843,912783,874623,3,93,2,7/2/1993,10/29/1993
931852,910742,874372,2,93,2,7/2/1993,10/29/1993
931862,910742,874372,2,93,1,7/2/1993,10/29/1993
931872,910922,913392,2,93,2,7/3/1993,10/29/1993
931882,903712,861539,2,93,1,7/3/1993,10/29/1993
931892,903712,861539,2,93,1,7/3/1993,10/29/1993
931902,911722,873062,2,93,1,7/3/1993,10/29/1993
931912,911722,873062,2,93,1,7/3/1993,10/29/1993
931922,882015,910122,2,93,1,7/3/1993,10/29/1993
931932,912752,880972,2,93,1,7/3/1993,10/29/1993
931942,910922,892292,2,93,2,7/3/1993,10/29/1993
931952,910922,892292,2,93,1,7/3/1993,10/29/1993
931962,912752,902092,2,93,2,7/3/1993,10/29/1993
931972,912752,873752,2,93,2,7/3/1993,10/29/1993
931983,912823,901893,3,93,1,7/4/1993,10/29/1993
931993,912783,881233,3,93,2,7/4/1993,10/29/1993
932003,912783,881233,3,93,1,7/4/1993,10/29/1993
932012,911722,901852,2,93,1,7/4/1993,10/29/1993
932022,911722,901852,2,93,2,7/4/1993,10/29/1993
932033,912643,915163,3,93,1,7/4/1993,10/29/1993
932042,912752,902272,2,93,1,7/4/1993,10/29/1993
932052,912752,902272,2,93,2,7/4/1993,10/29/1993
932062,912752,874432,2,93,1,7/4/1993,10/29/1993
932073,912823,912073,3,93,1,7/4/1993,10/29/1993
932083,913913,903723,3,93,1,7/4/1993,10/29/1993
932093,913913,903723,3,93,1,7/4/1993,10/29/1993
932102,911722,890842,2,93,2,7/5/1993,10/29/1993
932113,912643,872495,3,93,2,7/5/1993,10/29/1993
932123,912643,872495,3,93,1,7/5/1993,10/29/1993
932132,911722,874552,2,93,1,7/5/1993,10/29/1993
932142,911722,874552,2,93,2,7/5/1993,10/29/1993
932152,912752,901222,2,93,2,7/5/1993,10/29/1993
932162,912752,901222,2,93,2,7/5/1993,10/29/1993
932172,882015,912111,2,93,2,7/5/1993,10/29/1993
932182,912752,895682,2,93,1,7/5/1993,10/29/1993
932192,912752,895682,2,93,2,7/5/1993,10/29/1993
932202,870311,912182,2,93,1,7/5/1993,10/29/1993
932212,912752,884091,2,93,2,7/5/1993,10/29/1993
932222,912752,884091,2,93,2,7/5/1993,10/29/1993
932232,910742,900102,2,93,2,7/5/1993,10/29/1993
932242,910742,900102,2,93,1,7/5/1993,10/29/1993
932253,913913,874733,3,93,1,7/5/1993,10/29/1993
932262,912752,875062,2,93,2,7/6/1993,10/29/1993
932272,912752,875062,2,93,2,7/6/1993,10/29/1993
932282,911722,894662,2,93,1,7/6/1993,10/29/1993
932292,911722,894662,2,93,1,7/6/1993,10/29/1993
932302,912752,892272,2,93,1,7/6/1993,10/29/1993
932313,912823,912253,3,93,1,7/6/1993,10/29/1993
932322,910922,911032,2,93,2,7/6/1993,10/29/1993
932333,912783,870123,3,93,2,7/6/1993,10/29/1993
932342,911722,875082,2,93,2,7/7/1993,10/29/1993
932352,911722,875082,2,93,2,7/7/1993,10/29/1993
932362,912752,910052,2,93,1,7/7/1993,10/29/1993
932373,913913,872383,3,93,1,7/7/1993,10/29/1993
932383,913913,872383,3,93,1,7/7/1993,10/29/1993
932393,912783,915023,3,93,2,7/7/1993,10/29/1993
932402,912752,893452,2,93,1,7/7/1993,10/29/1993
932412,912752,893452,2,93,1,7/7/1993,10/29/1993
932422,910922,871332,2,93,1,7/7/1993,10/29/1993
932432,910922,871332,2,93,2,7/7/1993,10/29/1993
932442,910922,912402,2,93,1,7/7/1993,10/29/1993
932452,910922,912402,2,93,1,7/7/1993,10/29/1993
932462,903712,860732,2,93,1,7/8/1993,10/29/1993
932472,911722,913422,2,93,1,7/8/1993,10/29/1993
932482,882015,862192,2,93,1,7/8/1993,10/29/1993
932492,882015,862192,2,93,1,7/8/1993,10/29/1993
932502,910742,882742,2,93,2,7/9/1993,10/29/1993
932513,912783,901953,3,93,1,7/9/1993,10/29/1993
932523,912783,901953,3,93,2,7/9/1993,10/29/1993
932533,912823,883511,3,93,2,7/9/1993,10/29/1993
932542,911722,910022,2,93,1,7/9/1993,10/29/1993
932552,911722,910022,2,93,2,7/9/1993,10/29/1993
932562,910742,870832,2,93,1,7/9/1993,10/29/1993
932572,910742,902972,2,93,2,7/10/1993,10/29/1993
932582,910742,902972,2,93,2,7/10/1993,10/29/1993
932592,911722,893472,2,93,2,7/10/1993,10/29/1993
932603,912643,903383,3,93,1,7/12/1993,10/29/1993
932613,912643,903383,3,93,2,7/12/1993,10/29/1993
932623,912783,883165,3,93,1,7/12/1993,10/29/1993
932633,912783,883165,3,93,2,7/12/1993,10/29/1993
932642,903712,860419,2,93,1,7/13/1993,10/29/1993
932653,912643,883191,3,93,1,7/13/1993,10/29/1993
932663,912643,883191,3,93,2,7/13/1993,10/29/1993
932672,903712,850472,2,93,1,7/13/1993,10/29/1993
932682,870311,910292,2,93,1,7/13/1993,10/29/1993
932692,870311,910292,2,93,2,7/13/1993,10/29/1993
932702,903712,860170,2,93,2,7/13/1993,10/29/1993
932712,903712,860170,2,93,2,7/13/1993,10/29/1993
932722,903712,861069,2,93,1,7/15/1993,10/29/1993
932732,903712,861069,2,93,2,7/15/1993,10/29/1993
932742,910742,882352,2,93,1,7/15/1993,10/29/1993
932752,910742,882352,2,93,2,7/15/1993,10/29/1993
932763,912643,885053,3,93,1,7/16/1993,10/29/1993
932773,912823,874543,3,93,1,7/17/1993,10/29/1993
932782,903712,860589,2,93,1,7/17/1993,10/29/1993
932792,911722,900942,2,93,2,7/17/1993,10/29/1993
932802,910742,902632,2,93,2,7/18/1993,10/29/1993
932813,912643,900933,3,93,2,7/19/1993,10/29/1993
932822,910742,873672,2,93,2,7/19/1993,10/29/1993
932832,910742,873672,2,93,2,7/19/1993,10/29/1993
932842,911722,871082,2,93,1,7/20/1993,10/29/1993
932852,911722,871082,2,93,2,7/20/1993,10/29/1993
932862,910742,904722,2,93,2,7/20/1993,10/29/1993
932863,913913,900263,3,93,2,7/22/1993,10/29/1993
932872,910742,904722,2,93,2,7/20/1993,10/29/1993
932873,912823,874253,3,93,2,7/23/1993,10/29/1993
932882,910742,914622,2,93,2,7/24/1993,10/29/1993
932892,910742,914622,2,93,2,7/24/1993,10/29/1993
932902,912752,902792,2,93,2,7/25/1993,10/29/1993
932912,911722,901572,2,93,2,7/25/1993,10/29/1993
932922,911722,901572,2,93,2,7/25/1993,10/29/1993
932933,912783,893563,3,93,2,7/26/1993,10/29/1993
932943,912783,893563,3,93,1,7/26/1993,10/29/1993
932953,913913,912083,3,93,2,7/26/1993,10/29/1993
932963,913913,912083,3,93,1,7/26/1993,10/29/1993
932972,911722,904872,2,93,2,7/26/1993,10/29/1993
932982,903712,850142,2,93,1,7/28/1993,10/29/1993
932992,903712,850142,2,93,1,7/28/1993,10/29/1993
933002,910922,911462,2,93,2,7/6/1993,10/29/1993
940012,920982,912232,2,94,2,6/17/1994,10/4/1994
940022,910469,910094,2,94,2,6/17/1994,10/4/1994
940032,910469,910094,2,94,2,6/17/1994,10/4/1994
940042,870311,912252,2,94,2,6/18/1994,10/4/1994
940052,923672,900362,2,94,2,6/18/1994,10/4/1994
940062,923672,900362,2,94,1,6/18/1994,10/4/1994
940072,924782,895052,2,94,1,6/19/1994,10/4/1994
940082,924782,895052,2,94,1,6/19/1994,10/4/1994
940093,924063,912073,3,94,1,6/19/1994,10/4/1994
940102,924782,901222,2,94,2,6/19/1994,10/4/1994
940112,923672,871772,2,94,1,6/19/1994,10/4/1994
940122,870311,870135,2,94,2,6/19/1994,10/4/1994
940132,870311,870135,2,94,2,6/19/1994,10/4/1994
940143,924123,922763,3,94,2,6/20/1994,10/4/1994
940153,924123,922763,3,94,2,6/20/1994,10/4/1994
940162,923672,880161,2,94,2,6/20/1994,10/4/1994
940172,923672,880161,2,94,2,6/20/1994,10/4/1994
940182,920982,894832,2,94,1,6/20/1994,10/4/1994
940192,920982,894832,2,94,1,6/20/1994,10/4/1994
940203,924123,911613,3,94,1,6/20/1994,10/4/1994
940212,921032,895632,2,94,1,6/20/1994,10/4/1994
940222,921032,895632,2,94,2,6/20/1994,10/4/1994
940232,924782,911362,2,94,1,6/20/1994,10/4/1994
940243,923163,882205,3,94,2,6/20/1994,10/4/1994
940252,920982,870929,2,94,2,6/20/1994,10/4/1994
940262,920982,870929,2,94,1,6/20/1994,10/4/1994
940272,923672,913392,2,94,2,6/21/1994,10/4/1994
940282,923672,913392,2,94,2,6/21/1994,10/4/1994
940292,921032,903532,2,94,2,6/21/1994,10/4/1994
940302,921032,903532,2,94,2,6/21/1994,10/4/1994
940312,910469,910122,2,94,1,6/21/1994,10/4/1994
940323,924063,884353,3,94,2,6/21/1994,10/4/1994
940333,924133,884503,3,94,1,6/22/1994,10/4/1994
940343,924133,884503,3,94,1,6/22/1994,10/4/1994
940353,923163,912773,3,94,2,6/22/1994,10/4/1994
940362,924782,882552,2,94,1,6/22/1994,10/4/1994
940372,924782,882552,2,94,1,6/22/1994,10/4/1994
940382,924782,913002,2,94,2,6/23/1994,10/4/1994
940392,924782,913002,2,94,2,6/23/1994,10/4/1994
940402,921032,894662,2,94,2,6/23/1994,10/4/1994
940412,921032,894662,2,94,2,6/23/1994,10/4/1994
940423,924063,912453,3,94,1,6/23/1994,10/4/1994
940433,923163,924323,3,94,2,6/24/1994,10/4/1994
940443,923163,924323,3,94,1,6/24/1994,10/4/1994
940452,920982,913432,2,94,1,6/24/1994,10/4/1994
940462,870311,921804,2,94,1,6/24/1994,10/4/1994
940472,870311,921804,2,94,1,6/24/1994,10/4/1994
940482,921032,901022,2,94,1,6/24/1994,10/4/1994
940492,921032,901022,2,94,1,6/24/1994,10/4/1994
940502,923672,896062,2,94,1,6/24/1994,10/4/1994
940512,923672,896062,2,94,1,6/24/1994,10/4/1994
940522,921032,871661,2,94,1,6/24/1994,10/4/1994
940532,920982,900942,2,94,1,6/24/1994,10/4/1994
940542,920982,900052,2,94,2,6/24/1994,10/4/1994
940553,924063,900863,3,94,2,6/24/1994,10/4/1994
940563,924063,900863,3,94,2,6/24/1994,10/4/1994
940572,870311,873145,2,94,1,6/24/1994,10/4/1994
940582,870311,873145,2,94,2,6/24/1994,10/4/1994
940592,924782,892332,2,94,2,6/25/1994,10/4/1994
940602,924782,892332,2,94,2,6/25/1994,10/4/1994
940612,920982,884545,2,94,2,6/25/1994,10/4/1994
940622,870311,910292,2,94,1,6/25/1994,10/4/1994
940632,923672,911462,2,94,1,6/25/1994,10/4/1994
940642,923672,911462,2,94,1,6/25/1994,10/4/1994
940652,924782,891212,2,94,1,6/25/1994,10/4/1994
940662,924782,891212,2,94,1,6/25/1994,10/4/1994
940673,924133,900213,3,94,1,6/25/1994,10/4/1994
940683,924133,900213,3,94,1,6/25/1994,10/4/1994
940693,923163,924533,3,94,2,6/26/1994,10/4/1994
940702,923672,890682,2,94,2,6/26/1994,10/4/1994
940712,923672,890682,2,94,1,6/26/1994,10/4/1994
940722,921032,903452,2,94,2,6/26/1994,10/4/1994
940732,924782,881272,2,94,1,6/26/1994,10/4/1994
940742,910469,923212,2,94,2,6/27/1994,10/4/1994
940752,923672,870469,2,94,2,6/27/1994,10/4/1994
940763,924063,924553,3,94,1,6/27/1994,10/4/1994
940772,920982,923232,2,94,2,6/27/1994,10/4/1994
940782,910469,910232,2,94,2,6/27/1994,10/4/1994
940792,910469,910232,2,94,2,6/27/1994,10/4/1994
940802,921032,904722,2,94,2,6/27/1994,10/4/1994
940812,921032,904722,2,94,2,6/27/1994,10/4/1994
940822,910469,910912,2,94,1,6/27/1994,10/4/1994
940832,910469,910912,2,94,1,6/27/1994,10/4/1994
940842,910469,920392,2,94,1,6/27/1994,10/4/1994
940852,921032,880212,2,94,2,6/28/1994,10/4/1994
940863,924133,910863,3,94,2,6/28/1994,10/4/1994
940873,924123,891733,3,94,2,6/28/1994,10/4/1994
940883,924123,891733,3,94,1,6/28/1994,10/4/1994
940893,924133,925103,3,94,1,6/29/1994,10/4/1994
940903,924133,915163,3,94,2,6/29/1994,10/4/1994
940913,924063,925143,3,94,1,6/29/1994,10/4/1994
940922,923672,914932,2,94,2,6/30/1994,10/4/1994
940932,910469,920552,2,94,2,6/30/1994,10/4/1994
940943,910469,922043,3,94,2,6/30/1994,10/4/1994
940953,924123,884033,3,94,1,7/1/1994,10/4/1994
940963,924063,921523,3,94,1,7/1/1994,10/4/1994
940973,924063,914993,3,94,1,7/2/1994,10/4/1994
940983,924063,914993,3,94,1,7/2/1994,10/4/1994
940992,923672,911742,2,94,1,7/2/1994,10/4/1994
941002,923672,911742,2,94,1,7/2/1994,10/4/1994
941013,924133,912933,3,94,2,7/2/1994,10/4/1994
941023,924133,912933,3,94,1,7/2/1994,10/4/1994
941032,920982,881192,2,94,2,7/2/1994,10/4/1994
941042,924782,901852,2,94,1,7/2/1994,10/4/1994
941052,924782,901852,2,94,1,7/2/1994,10/4/1994
941063,924063,921523,3,94,1,7/1/1994,10/4/1994
941072,923672,884632,2,94,1,7/2/1994,10/4/1994
941082,923672,884632,2,94,2,7/2/1994,10/4/1994
941092,924782,893852,2,94,1,7/2/1994,10/4/1994
941102,924782,893852,2,94,2,7/2/1994,10/4/1994
941112,910469,910012,2,94,2,7/2/1994,10/4/1994
941122,910469,910012,2,94,1,7/2/1994,10/4/1994
941132,924782,892302,2,94,1,7/2/1994,10/4/1994
941142,924782,892302,2,94,1,7/2/1994,10/4/1994
941153,924133,921953,3,94,1,7/2/1994,10/4/1994
941162,924782,884622,2,94,2,7/3/1994,10/4/1994
941172,924782,884622,2,94,2,7/3/1994,10/4/1994
941182,924782,884622,2,94,2,7/3/1994,10/4/1994
941192,921032,925052,2,94,2,7/3/1994,10/4/1994
941202,921032,925052,2,94,1,7/3/1994,10/4/1994
941212,910469,923682,2,94,1,7/3/1994,10/4/1994
941222,910469,923682,2,94,2,7/3/1994,10/4/1994
941232,920982,921202,2,94,2,7/3/1994,10/4/1994
941242,920982,921202,2,94,1,7/3/1994,10/4/1994
941253,924133,892703,3,94,2,7/3/1994,10/4/1994
941263,924133,892703,3,94,2,7/3/1994,10/4/1994
941273,924133,892703,3,94,2,7/3/1994,10/4/1994
941282,870311,912182,2,94,2,7/3/1994,10/4/1994
941292,870311,912182,2,94,1,7/3/1994,10/4/1994
941303,924063,914293,3,94,1,7/3/1994,10/4/1994
941313,924063,914293,3,94,2,7/3/1994,10/4/1994
941323,924123,901893,3,94,2,7/4/1994,10/4/1994
941332,924782,900072,2,94,2,7/4/1994,10/4/1994
941342,924782,900072,2,94,2,7/4/1994,10/4/1994
941353,924133,902783,3,94,2,7/4/1994,10/4/1994
941363,924133,902783,3,94,2,7/4/1994,10/4/1994
941372,920982,890842,2,94,1,7/4/1994,10/4/1994
941382,920982,890842,2,94,1,7/4/1994,10/4/1994
941393,923163,891843,3,94,2,7/4/1994,10/4/1994
941402,870311,910342,2,94,2,7/4/1994,10/4/1994
941412,870311,910342,2,94,1,7/4/1994,10/4/1994
941422,920982,891482,2,94,1,7/5/1994,10/4/1994
941432,870311,910982,2,94,1,7/5/1994,10/4/1994
941442,923672,894562,2,94,2,7/5/1994,10/4/1994
941452,923672,894562,2,94,2,7/5/1994,10/4/1994
941462,923672,913622,2,94,1,7/5/1994,10/4/1994
941472,924782,882352,2,94,2,7/5/1994,10/4/1994
941482,924782,882352,2,94,1,7/5/1994,10/4/1994
941492,924063,870379,2,94,1,7/5/1994,10/4/1994
941502,923163,870981,2,94,2,7/5/1994,10/4/1994
941512,923163,870981,2,94,2,7/5/1994,10/4/1994
941523,923163,903383,3,94,2,7/5/1994,10/4/1994
941532,910469,910140,2,94,2,7/5/1994,10/4/1994
941542,910469,910140,2,94,2,7/5/1994,10/4/1994
941553,923163,903383,3,94,2,7/5/1994,10/4/1994
941562,924782,914622,2,94,2,7/5/1994,10/4/1994
941572,924782,914622,2,94,1,7/5/1994,10/4/1994
941582,870311,872455,2,94,1,7/5/1994,10/4/1994
941592,870311,872455,2,94,1,7/5/1994,10/4/1994
941603,924063,903363,3,94,2,7/5/1994,10/4/1994
941613,923163,883795,3,94,2,7/5/1994,10/4/1994
941623,923163,883795,3,94,2,7/5/1994,10/4/1994
941632,870311,871425,2,94,1,7/6/1994,10/4/1994
941643,924123,913273,3,94,2,7/6/1994,10/4/1994
941653,924123,913273,3,94,1,7/6/1994,10/4/1994
941662,924063,920092,2,94,2,7/6/1994,10/4/1994
941672,910469,910172,2,94,2,7/6/1994,10/4/1994
941682,910469,910172,2,94,2,7/6/1994,10/4/1994
941693,924063,923013,3,94,2,7/6/1994,10/4/1994
941703,924123,912253,3,94,1,7/6/1994,10/4/1994
941712,921032,903152,2,94,2,7/6/1994,10/4/1994
941722,921032,903152,2,94,2,7/6/1994,10/4/1994
941732,921032,900102,2,94,2,7/6/1994,10/4/1994
941743,924133,912223,3,94,1,7/7/1994,10/4/1994
941753,924133,912223,3,94,1,7/7/1994,10/4/1994
941762,920982,893542,2,94,2,7/7/1994,10/4/1994
941772,920982,893542,2,94,1,7/7/1994,10/4/1994
941783,923163,900953,3,94,2,7/7/1994,10/4/1994
941793,923163,900953,3,94,2,7/7/1994,10/4/1994
941803,923163,921403,3,94,2,7/7/1994,10/4/1994
941812,910469,921912,2,94,2,7/7/1994,10/4/1994
941822,910469,921912,2,94,1,7/7/1994,10/4/1994
941833,924123,893563,3,94,2,7/7/1994,10/4/1994
941843,924123,893563,3,94,2,7/7/1994,10/4/1994
941852,870311,921902,2,94,2,7/7/1994,10/4/1994
941862,921032,882362,2,94,2,7/7/1994,10/4/1994
941872,910469,923222,2,94,1,7/8/1994,10/4/1994
941882,910469,923222,2,94,2,7/9/1994,10/4/1994
941892,924782,870451,2,94,1,7/9/1994,10/4/1994
941902,924782,870451,2,94,2,7/9/1994,10/4/1994
941913,924123,900263,3,94,2,7/9/1994,10/4/1994
941923,924123,900263,3,94,2,7/9/1994,10/4/1994
941932,921032,891472,2,94,1,7/9/1994,10/4/1994
941942,921032,891472,2,94,1,7/9/1994,10/4/1994
941952,923672,910762,2,94,1,7/9/1994,10/4/1994
941962,923672,910762,2,94,1,7/9/1994,10/4/1994
941972,921032,892272,2,94,1,7/9/1994,10/4/1994
941982,921032,892272,2,94,1,7/9/1994,10/4/1994
941992,870311,921892,2,94,2,7/9/1994,10/4/1994
942002,910469,922982,2,94,1,7/9/1994,10/4/1994
942013,924063,895353,3,94,2,7/10/1994,10/4/1994
942022,910469,910202,2,94,1,7/10/1994,10/4/1994
942032,921032,880972,2,94,1,7/10/1994,10/4/1994
942042,921032,880972,2,94,2,7/10/1994,10/4/1994
942053,923163,925043,3,94,2,7/10/1994,10/4/1994
942062,924782,901572,2,94,1,7/10/1994,10/4/1994
942072,924782,901572,2,94,2,7/10/1994,10/4/1994
942082,924782,880531,2,94,2,7/10/1994,10/4/1994
942092,924782,880531,2,94,2,7/10/1994,10/4/1994
942102,923672,883242,2,94,2,7/10/1994,10/4/1994
942112,923672,883242,2,94,1,7/10/1994,10/4/1994
942122,923163,920032,2,94,1,7/10/1994,10/4/1994
942132,921032,884091,2,94,1,7/8/1994,10/4/1994
942142,921032,884091,2,94,2,7/11/1994,10/4/1994
942153,923163,895993,3,94,1,7/11/1994,10/4/1994
942163,924133,921393,3,94,1,7/11/1994,10/4/1994
942172,921032,902092,2,94,2,7/11/1994,10/4/1994
942182,921032,902092,2,94,1,7/11/1994,10/4/1994
942192,920982,913722,2,94,1,7/11/1994,10/4/1994
942202,920982,882512,2,94,2,7/11/1994,10/4/1994
942212,924063,920022,2,94,1,7/11/1994,10/4/1994
942222,924063,920022,2,94,1,7/11/1994,10/4/1994
942232,921032,890502,2,94,2,7/11/1994,10/4/1994
942242,870311,871695,2,94,1,7/11/1994,10/4/1994
942252,870311,871695,2,94,2,7/11/1994,10/4/1994
942262,870311,872295,2,94,1,7/11/1994,10/4/1994
942272,870311,872295,2,94,2,7/11/1994,10/4/1994
942282,910469,910022,2,94,2,7/12/1994,10/4/1994
942292,910469,910022,2,94,1,7/12/1994,10/4/1994
942302,870311,872592,2,94,1,7/12/1994,10/4/1994
942312,870311,872592,2,94,2,7/12/1994,10/4/1994
942322,910469,920182,2,94,1,7/12/1994,10/4/1994
942332,910469,920182,2,94,1,7/12/1994,10/4/1994
942343,924133,882621,3,94,1,7/12/1994,10/4/1994
942353,924133,882621,3,94,1,7/12/1994,10/4/1994
942362,920982,870922,2,94,1,7/12/1994,10/4/1994
942372,920982,870922,2,94,1,7/12/1994,10/4/1994
