NOMMER,VAAR,MOER,GR,YR,SEX,BDAT,WDAT
1001892,971122,951242,2,100,1,7/10/2000,10/5/2000
1001903,972773,930545,3,100,2,7/11/2000,10/5/2000
1001913,972773,930545,3,100,2,7/11/2000,10/5/2000
1001923,972773,962103,3,100,2,7/11/2000,10/5/2000
1001933,972773,972023,3,100,2,7/12/2000,10/5/2000
1001942,971122,942252,2,100,1,7/12/2000,10/5/2000
1001953,972773,961653,3,100,1,7/13/2000,10/5/2000
1001963,972773,961653,3,100,1,7/13/2000,10/5/2000
1001972,980552,940102,2,100,1,7/13/2000,10/5/2000
1001983,982203,940693,3,100,1,7/13/2000,10/5/2000
1001992,971122,962012,2,100,1,7/14/2000,10/5/2000
1002002,971122,962012,2,100,1,7/14/2000,10/5/2000
1002013,972773,931521,3,100,1,7/14/2000,10/5/2000
1002022,971122,950172,2,100,1,7/16/2000,10/5/2000
1002033,972773,942473,3,100,2,7/16/2000,10/5/2000
1002043,972773,942473,3,100,1,7/16/2000,10/5/2000
1002052,980552,961452,2,100,1,7/16/2000,10/5/2000
1002062,980552,961452,2,100,2,7/16/2000,10/5/2000
1002073,972773,970253,3,100,1,7/16/2000,10/5/2000
1002082,971122,970772,2,100,2,7/16/2000,10/5/2000
1002092,971122,951002,2,100,2,7/17/2000,10/5/2000
1002102,971122,951002,2,100,2,7/17/2000,10/5/2000
1002112,112,934524,2,100,2,7/17/2000,10/5/2000
1002122,112,934524,2,100,2,7/17/2000,10/5/2000
1002132,112,931094,2,100,1,7/17/2000,10/5/2000
1002142,980552,940102,2,100,1,7/17/2000,10/5/2000
1002152,980552,941402,2,100,2,7/18/2000,10/5/2000
1002162,980552,941402,2,100,2,7/18/2000,10/5/2000
1002173,972773,971073,3,100,2,7/19/2000,10/5/2000
1002183,982543,930325,3,100,2,7/19/2000,10/5/2000
1002192,112,932854,2,100,2,7/19/2000,10/5/2000
1002202,112,932854,2,100,2,7/19/2000,10/5/2000
1002213,972773,950243,3,100,1,7/20/2000,10/5/2000
1002222,971122,970762,2,100,2,7/21/2000,10/5/2000
1002232,971122,970762,2,100,2,7/21/2000,10/5/2000
1002242,0,990942,2,100,1,7/26/2000,10/5/2000
1002252,0,983102,2,100,2,7/30/2000,10/5/2000
1002263,972773,940323,3,100,1,8/14/2000,11/29/2000
1002273,972773,940323,3,100,2,8/14/2000,11/29/2000
1002282,971122,932314,2,100,2,8/15/2000,11/29/2000
1002293,972773,952133,3,100,2,8/15/2000,11/29/2000
1002303,972773,961863,3,100,2,8/16/2000,11/29/2000
1002313,972773,982173,3,100,1,8/17/2000,11/29/2000
1002322,971122,932852,2,100,1,8/17/2000,11/29/2000
1002333,972773,982583,3,100,1,8/18/2000,11/29/2000
1002343,972773,971703,3,100,1,8/19/2000,11/29/2000
1002352,971122,950782,2,100,1,8/20/2000,11/29/2000
1002362,971122,950782,2,100,2,8/20/2000,11/29/2000
1002373,972773,950453,3,100,2,8/22/2000,11/29/2000
1002383,972773,950453,3,100,2,8/22/2000,11/29/2000
1002393,972773,961763,3,100,1,8/22/2000,11/29/2000
1002402,971122,960032,2,100,2,8/22/2000,11/29/2000
1002413,972773,950873,3,100,2,8/22/2000,11/29/2000
1002423,972773,950873,3,100,2,8/22/2000,11/29/2000
1002433,972773,953003,3,100,1,8/25/2000,11/29/2000
1002443,972773,962093,3,100,1,8/31/2000,11/29/2000
1002452,971122,960812,2,100,1,8/31/2000,11/29/2000
1002462,971122,960812,2,100,2,9/1/2000,11/29/2000
1002473,972773,950713,3,100,1,9/5/2000,11/29/2000
1002483,972773,950713,3,100,1,9/5/2000,11/29/2000
1002493,972773,972183,3,100,1,9/6/2000,11/29/2000
1002503,972773,971163,3,100,2,9/6/2000,11/29/2000
1002513,972773,941803,3,100,2,9/7/2000,11/29/2000
1002523,972773,941803,3,100,2,9/7/2000,11/29/2000
1002533,972773,972053,3,100,1,9/8/2000,11/29/2000
1010012,992422,980542,2,101,1,6/8/2001,10/3/2001
1010022,992422,980542,2,101,2,6/8/2001,10/3/2001
1010032,992422,950132,2,101,1,6/11/2001,10/3/2001
1010042,992422,950132,2,101,2,6/11/2001,10/3/2001
1010052,990892,941762,2,101,2,6/11/2001,10/3/2001
1010062,990892,941762,2,101,2,6/11/2001,10/3/2001
1010072,991902,982942,2,101,1,6/11/2001,10/3/2001
1010082,991902,982942,2,101,1,6/11/2001,10/3/2001
1010092,971432,981662,2,101,2,6/11/2001,10/3/2001
1010102,990802,961662,2,101,2,6/12/2001,10/3/2001
1010112,990802,961662,2,101,1,6/12/2001,10/3/2001
1010122,990892,981972,2,101,1,6/12/2001,10/3/2001
1010132,971432,980232,2,101,1,6/12/2001,10/3/2001
1010142,971432,980232,2,101,2,6/12/2001,10/3/2001
1010152,990802,961742,2,101,1,6/12/2001,10/3/2001
1010162,992422,960482,2,101,2,6/13/2001,10/3/2001
1010172,992422,960482,2,101,2,6/13/2001,10/3/2001
1010182,991902,951112,2,101,2,6/13/2001,10/3/2001
1010193,990473,942131,3,101,2,6/13/2001,10/3/2001
1010202,990802,960742,2,101,1,6/13/2001,10/3/2001
1010212,990802,980372,2,101,1,6/13/2001,10/3/2001
1010222,990802,980372,2,101,1,6/13/2001,10/3/2001
1010232,992422,983022,2,101,1,6/13/2001,10/3/2001
1010242,991902,990142,2,101,1,6/14/2001,10/3/2001
1010252,971432,980702,2,101,2,6/14/2001,10/3/2001
1010263,972473,991273,3,101,1,6/16/2001,10/3/2001
1010272,991902,961552,2,101,2,6/16/2001,10/3/2001
1010282,991902,961552,2,101,1,6/16/2001,10/3/2001
1010292,992422,970152,2,101,2,6/16/2001,10/3/2001
1010302,992422,970152,2,101,2,6/16/2001,10/3/2001
1010312,971432,941542,2,101,1,6/17/2001,10/3/2001
1010322,992422,961922,2,101,1,6/17/2001,10/3/2001
1010332,992422,961922,2,101,2,6/17/2001,10/3/2001
1010342,990892,950782,2,101,1,6/17/2001,10/3/2001
1010352,990632,961722,2,101,2,6/17/2001,10/3/2001
1010362,971432,960782,2,101,1,6/18/2001,10/3/2001
1010372,971432,960782,2,101,2,6/18/2001,10/3/2001
1010382,992422,991762,2,101,2,6/18/2001,10/3/2001
1010392,971432,961522,2,101,1,6/19/2001,10/3/2001
1010402,971432,970762,2,101,2,6/19/2001,10/3/2001
1010412,990802,950502,2,101,1,6/19/2001,10/3/2001
1010423,992283,970093,3,101,2,6/19/2001,10/3/2001
1010433,992283,970093,3,101,2,6/19/2001,10/3/2001
1010442,991902,950922,2,101,1,6/19/2001,10/3/2001
1010453,992283,971783,3,101,2,6/20/2001,10/3/2001
1010462,971432,971542,2,101,1,6/20/2001,10/3/2001
1010472,971432,971542,2,101,1,6/20/2001,10/3/2001
1010483,990473,944691,3,101,1,6/20/2001,10/3/2001
1010493,972473,941913,3,101,2,6/21/2001,10/3/2001
1010503,972473,941913,3,101,2,6/21/2001,10/3/2001
1010512,990892,961382,2,101,1,6/21/2001,10/3/2001
1010522,990892,961382,2,101,2,6/21/2001,10/3/2001
1010532,971432,980792,2,101,1,6/22/2001,10/3/2001
1010542,971432,980792,2,101,2,6/22/2001,10/3/2001
1010552,990892,990232,2,101,1,6/22/2001,10/3/2001
1010562,991902,944704,2,101,2,6/22/2001,10/3/2001
1010572,991902,944704,2,101,2,6/22/2001,10/3/2001
1010582,990632,960752,2,101,1,6/22/2001,10/3/2001
1010592,990632,960752,2,101,1,6/22/2001,10/3/2001
1010603,990473,982583,3,101,2,6/22/2001,10/3/2001
1010613,990473,950713,3,101,1,6/23/2001,10/3/2001
1010622,990632,961712,2,101,1,6/23/2001,10/3/2001
1010632,990632,961712,2,101,2,6/23/2001,10/3/2001
1010642,992422,970712,2,101,2,6/23/2001,10/3/2001
1010652,992422,970712,2,101,2,6/23/2001,10/3/2001
1010662,990632,951142,2,101,2,6/23/2001,10/3/2001
1010672,990632,951142,2,101,1,6/23/2001,10/3/2001
1010682,990632,991352,2,101,2,6/23/2001,10/3/2001
1010692,971432,970882,2,101,2,6/23/2001,10/3/2001
1010702,990802,950262,2,101,1,6/23/2001,10/3/2001
1010712,990802,970012,2,101,2,6/24/2001,10/3/2001
1010722,990802,970012,2,101,1,6/24/2001,10/3/2001
1010732,990632,991672,2,101,2,6/24/2001,10/3/2001
1010742,992422,980252,2,101,2,6/24/2001,10/3/2001
1010752,990892,991862,2,101,1,6/24/2001,10/3/2001
1010763,972473,941843,3,101,1,6/25/2001,10/3/2001
1010773,972473,941843,3,101,2,6/25/2001,10/3/2001
1010783,992283,940085,3,101,2,6/25/2001,10/3/2001
1010792,991902,952942,2,101,1,6/25/2001,10/3/2001
1010802,991902,952942,2,101,1,6/25/2001,10/3/2001
1010812,990802,951242,2,101,2,6/25/2001,10/3/2001
1010822,990802,951242,2,101,2,6/25/2001,10/3/2001
1010832,971432,962012,2,101,2,6/25/2001,10/3/2001
1010842,971432,962012,2,101,2,6/25/2001,10/3/2001
1010853,972473,941643,3,101,1,6/26/2001,10/3/2001
1010863,972473,941643,3,101,2,6/26/2001,10/3/2001
1010872,992422,940702,2,101,2,6/26/2001,10/3/2001
1010883,972473,952133,3,101,2,6/26/2001,10/3/2001
1010893,972473,952133,3,101,2,6/26/2001,10/3/2001
1010902,990632,991842,2,101,2,6/26/2001,10/3/2001
1010912,990802,960032,2,101,2,6/26/2001,10/3/2001
1010922,990632,952872,2,101,1,6/26/2001,10/3/2001
1010932,991902,960072,2,101,2,6/26/2001,10/3/2001
1010942,990892,950382,2,101,2,6/26/2001,10/3/2001
1010952,990892,950382,2,101,1,6/26/2001,10/3/2001
1010962,990802,961732,2,101,2,6/26/2001,10/3/2001
1010972,992422,960492,2,101,2,6/26/2001,10/3/2001
1010982,992422,960492,2,101,1,6/26/2001,10/3/2001
1010992,990892,971022,2,101,1,6/26/2001,10/3/2001
1011003,991203,972053,3,101,1,6/26/2001,10/3/2001
1011012,992422,972622,2,101,1,6/27/2001,10/3/2001
1011022,990892,990542,2,101,2,6/27/2001,10/3/2001
1011032,990892,950372,2,101,2,6/27/2001,10/3/2001
1011042,990892,950372,2,101,2,6/27/2001,10/3/2001
1011052,990802,960872,2,101,1,6/27/2001,10/3/2001
1011062,990802,960872,2,101,1,6/27/2001,10/3/2001
1011075,990632,940693,5,101,1,6/27/2001,10/3/2001
1011083,992283,944485,3,101,2,6/27/2001,10/3/2001
1011092,991902,991512,2,101,1,6/27/2001,10/3/2001
1011103,991203,970253,3,101,2,6/27/2001,10/3/2001
1011113,991203,953003,3,101,1,6/27/2001,10/3/2001
1011123,991203,953003,3,101,2,6/27/2001,10/3/2001
1011132,990802,942733,5,101,2,6/27/2001,10/3/2001
1011142,990802,942733,5,101,1,6/27/2001,10/3/2001
1011153,991203,990503,3,101,1,6/27/2001,10/3/2001
1011163,990473,982173,3,101,1,6/28/2001,10/3/2001
1011173,992283,982493,3,101,1,6/28/2001,10/3/2001
1011183,992283,982493,3,101,2,6/28/2001,10/3/2001
1011193,990473,952763,3,101,2,6/28/2001,10/3/2001
1011202,990892,992702,2,101,2,6/28/2001,10/3/2001
1011213,992283,950883,3,101,2,6/28/2001,10/3/2001
1011222,990802,972302,2,101,2,6/28/2001,10/3/2001
1011233,990473,944715,3,101,1,6/28/2001,10/3/2001
1011243,990473,944715,3,101,2,6/28/2001,10/3/2001
1011253,992283,951723,3,101,2,6/28/2001,10/3/2001
1011262,992422,950122,2,101,1,6/29/2001,10/3/2001
1011272,992422,950122,2,101,1,6/29/2001,10/3/2001
1011282,991902,951922,2,101,2,6/29/2001,10/3/2001
1011292,992422,981922,2,101,2,6/29/2001,10/3/2001
1011302,992422,981922,2,101,2,6/29/2001,10/3/2001
1011313,991203,961623,3,101,2,6/29/2001,10/3/2001
1011323,972473,983163,3,101,1,6/29/2001,10/3/2001
1011333,972473,983163,3,101,2,6/29/2001,10/3/2001
1011342,991902,983102,2,101,2,6/29/2001,10/3/2001
1011352,990802,950962,2,101,1,6/30/2001,10/3/2001
1011362,990802,950962,2,101,2,6/30/2001,10/3/2001
1011372,990892,992692,2,101,1,6/30/2001,10/3/2001
1011382,991902,980972,2,101,1,6/30/2001,10/3/2001
1011393,972473,942645,3,101,1,6/30/2001,10/3/2001
1011402,990802,991222,2,101,2,6/30/2001,10/3/2001
1011413,991203,992593,3,101,1,6/30/2001,10/3/2001
1011423,972473,971383,3,101,2,6/30/2001,10/3/2001
1011433,991203,941014,3,101,1,6/30/2001,10/3/2001
1011442,971432,980692,2,101,1,7/1/2001,10/3/2001
1011452,971432,980692,2,101,2,7/1/2001,10/3/2001
1011462,990632,951772,2,101,2,7/1/2001,10/3/2001
1011472,990632,991832,2,101,2,7/1/2001,10/3/2001
1011482,990632,991832,2,101,2,7/1/2001,10/3/2001
1011492,990892,990552,2,101,2,7/1/2001,10/3/2001
1011503,992283,991303,3,101,1,7/1/2001,10/3/2001
1011512,990632,982342,2,101,1,7/1/2001,10/3/2001
1011522,971432,982232,2,101,1,7/1/2001,10/3/2001
1011532,971432,982232,2,101,1,7/1/2001,10/3/2001
1011542,992422,991752,2,101,2,7/1/2001,10/3/2001
1011552,990802,981632,2,101,1,7/1/2001,10/3/2001
1011562,990802,981632,2,101,1,7/1/2001,10/3/2001
1011572,991902,970022,2,101,2,7/1/2001,10/3/2001
1011582,992422,990622,2,101,1,7/1/2001,10/3/2001
1011592,990802,992482,2,101,1,7/1/2001,10/3/2001
1011603,990473,970923,3,101,1,7/1/2001,10/3/2001
1011613,990473,970923,3,101,1,7/1/2001,10/3/2001
1011623,972473,962093,3,101,2,7/2/2001,10/3/2001
1011633,972473,962093,3,101,1,7/2/2001,10/3/2001
1011643,990473,971073,3,101,1,7/2/2001,10/3/2001
1011653,990473,971073,3,101,1,7/2/2001,10/3/2001
1011663,992283,991553,3,101,2,7/2/2001,10/3/2001
1011672,971432,991432,2,101,2,7/2/2001,10/3/2001
1011682,992422,960812,2,101,2,7/2/2001,10/3/2001
1011692,992422,960812,2,101,1,7/2/2001,10/3/2001
1011702,990892,962042,2,101,1,7/2/2001,10/3/2001
1011712,990892,962042,2,101,2,7/2/2001,10/3/2001
1011722,991902,960272,2,101,1,7/2/2001,10/3/2001
1011732,991902,960272,2,101,2,7/2/2001,10/3/2001
1011742,971432,980732,2,101,2,7/2/2001,10/3/2001
1011752,971432,980732,2,101,1,7/2/2001,10/3/2001
1011762,990632,960822,2,101,1,7/3/2001,10/3/2001
1011772,990632,960822,2,101,1,7/3/2001,10/3/2001
1011783,990473,982513,3,101,1,7/3/2001,10/3/2001
1011792,971432,950172,2,101,2,7/3/2001,10/3/2001
1011802,971432,950172,2,101,2,7/3/2001,10/3/2001
1011812,971432,980652,2,101,1,7/3/2001,10/3/2001
1011822,992422,940102,2,101,1,7/3/2001,10/3/2001
1011832,992422,940102,2,101,2,7/3/2001,10/3/2001
1011842,992422,940102,2,101,2,7/3/2001,10/3/2001
1011853,972473,970043,3,101,2,7/3/2001,10/3/2001
1011863,972473,970043,3,101,1,7/3/2001,10/3/2001
1011872,990892,971462,2,101,1,7/3/2001,10/3/2001
1011882,990632,992332,2,101,1,7/3/2001,10/3/2001
1011892,992422,981932,2,101,1,7/3/2001,10/3/2001
1011902,992422,981932,2,101,2,7/3/2001,10/3/2001
1011912,990892,960112,2,101,1,7/3/2001,10/3/2001
1011922,971432,960682,2,101,2,7/3/2001,10/3/2001
1011932,992422,970722,2,101,1,7/3/2001,10/3/2001
1011942,990892,961332,2,101,2,7/3/2001,10/3/2001
1011952,990892,961332,2,101,2,7/3/2001,10/3/2001
1011962,990892,972342,2,101,1,7/3/2001,10/3/2001
1011972,990892,972342,2,101,1,7/3/2001,10/3/2001
1011982,992422,992202,2,101,1,7/3/2001,10/3/2001
1011992,992422,992202,2,101,2,7/3/2001,10/3/2001
1012002,991902,961342,2,101,2,7/3/2001,10/3/2001
1012012,990892,961192,2,101,1,7/4/2001,10/3/2001
1012022,990892,961192,2,101,2,7/4/2001,10/3/2001
1012032,990802,991392,2,101,1,7/4/2001,10/3/2001
1012042,990632,981692,2,101,1,7/4/2001,10/3/2001
1012053,992283,991473,3,101,1,7/4/2001,10/3/2001
1012062,991902,981522,2,101,1,7/5/2001,10/3/2001
1012072,991902,981522,2,101,1,7/5/2001,10/3/2001
1012082,990892,940042,2,101,2,7/5/2001,10/3/2001
1012092,990892,940042,2,101,2,7/5/2001,10/3/2001
1012102,991902,991502,2,101,1,7/5/2001,10/3/2001
1012112,990802,992152,2,101,2,7/5/2001,10/3/2001
1012122,990892,991042,2,101,1,7/6/2001,10/3/2001
1012132,990892,991042,2,101,1,7/6/2001,10/3/2001
1012142,971432,952282,2,101,1,7/6/2001,10/3/2001
1012152,971432,952282,2,101,2,7/6/2001,10/3/2001
1012162,991902,990132,2,101,2,7/6/2001,10/3/2001
1012172,990802,972312,2,101,2,7/7/2001,10/3/2001
1012183,972473,972023,3,101,1,7/7/2001,10/3/2001
1012192,990892,990092,2,101,1,7/7/2001,10/3/2001
1012203,990473,962333,3,101,2,7/7/2001,10/3/2001
1012213,991203,992253,3,101,2,7/8/2001,10/3/2001
1012223,991203,950243,3,101,2,7/9/2001,10/3/2001
1012233,990473,950453,3,101,1,7/9/2001,10/3/2001
1012243,990473,970863,3,101,2,7/10/2001,10/3/2001
1012252,992422,990872,2,101,1,7/15/2001,10/3/2001
1012262,990802,960382,2,101,1,7/15/2001,10/3/2001
1012272,971432,971532,2,101,2,7/16/2001,10/3/2001
1012282,971432,971532,2,101,2,7/16/2001,10/3/2001
1012293,991203,990663,3,101,1,7/17/2001,10/3/2001
1012303,992283,992123,3,101,1,7/17/2001,10/3/2001
1012313,972473,982133,3,101,1,7/19/2001,10/3/2001
1012323,991203,972183,3,101,2,7/19/2001,10/3/2001
1012332,990802,990082,2,101,1,7/19/2001,10/3/2001
1012342,990892,991972,2,101,1,7/20/2001,10/3/2001
1012353,992283,960983,3,101,2,7/20/2001,10/3/2001
1012362,991902,980982,2,101,1,7/23/2001,10/3/2001
1012372,991902,961802,2,101,1,7/23/2001,10/3/2001
1012382,990632,972372,2,101,2,7/24/2001,10/3/2001
1012392,990632,972372,2,101,1,7/24/2001,10/3/2001
1012403,991203,951293,3,101,1,7/27/2001,10/3/2001
1012412,991902,961802,2,101,2,7/23/2001,10/3/2001
1012422,990632,990972,2,101,1,7/29/2001,10/3/2001
1012432,0,1000372,2,101,1,7/31/2001,10/3/2001
1012442,0,1000372,2,101,2,7/31/2001,10/3/2001
1012452,0,1000712,2,101,2,7/31/2001,10/3/2001
1012463,990473,961293,3,101,1,8/6/2001,10/3/2001
1012473,990473,961293,3,101,2,8/6/2001,10/3/2001
1012482,990802,970772,2,101,1,8/7/2001,10/3/2001
1012492,990802,970772,2,101,2,8/7/2001,10/3/2001
1012503,990473,962103,3,101,1,8/1/2001,10/3/2001
1020012,1001122,1001722,2,102,2,6/9/2002,10/4/2002
1020022,992422,960072,2,102,1,6/10/2002,10/4/2002
1020033,1002073,990663,3,102,2,6/10/2002,10/4/2002
1020042,1000632,950372,2,102,1,6/10/2002,10/4/2002
1020052,1000632,950372,2,102,1,6/10/2002,10/4/2002
1020062,991902,952872,2,102,2,6/10/2002,10/4/2002
1020072,1000452,960382,2,102,2,6/11/2002,10/4/2002
1020082,1000452,960382,2,102,1,6/11/2002,10/4/2002
1020092,991902,1000752,2,102,1,6/11/2002,10/4/2002
1020102,991902,1000752,2,102,1,6/11/2002,10/4/2002
1020112,991902,980232,2,102,2,6/11/2002,10/4/2002
1020122,991902,980232,2,102,2,6/11/2002,10/4/2002
1020132,1001052,1000672,2,102,1,6/12/2002,10/4/2002
1020142,991902,1000252,2,102,1,6/12/2002,10/4/2002
1020152,1001122,1000402,2,102,1,6/13/2002,10/4/2002
1020162,992422,950922,2,102,2,6/13/2002,10/4/2002
1020172,992422,950922,2,102,2,6/13/2002,10/4/2002
1020182,1000452,960492,2,102,1,6/14/2002,10/4/2002
1020192,991902,962012,2,102,1,6/14/2002,10/4/2002
1020202,991902,962012,2,102,1,6/14/2002,10/4/2002
1020212,991902,942733,5,102,2,6/14/2002,10/4/2002
1020222,991902,942733,5,102,2,6/14/2002,10/4/2002
1020232,1000632,990232,2,102,1,6/16/2002,10/4/2002
1020242,1001052,961732,2,102,2,6/16/2002,10/4/2002
1020253,1000723,962103,3,102,2,6/17/2002,10/4/2002
1020262,1000632,982342,2,102,2,6/17/2002,10/4/2002
1020272,991902,1000982,2,102,1,6/18/2002,10/4/2002
1020282,991902,953694,2,102,2,6/19/2002,10/4/2002
1020292,991902,953694,2,102,2,6/19/2002,10/4/2002
1020302,1000452,952161,2,102,1,6/21/2002,10/4/2002
1020312,1000452,952161,2,102,2,6/21/2002,10/4/2002
1020322,992422,1002192,2,102,2,6/21/2002,10/4/2002
1020332,1000452,983022,2,102,1,6/22/2002,10/4/2002
1020343,990473,971783,3,102,2,6/22/2002,10/4/2002
1020352,1000632,960872,2,102,2,6/22/2002,10/4/2002
1020362,1000632,960872,2,102,2,6/22/2002,10/4/2002
1020372,992422,951384,2,102,2,6/22/2002,10/4/2002
1020382,992422,951384,2,102,1,6/22/2002,10/4/2002
1020392,1000452,960482,2,102,2,6/22/2002,10/4/2002
1020402,1000452,960482,2,102,1,6/22/2002,10/4/2002
1020412,1000632,960752,2,102,2,6/23/2002,10/4/2002
1020422,1000632,960752,2,102,1,6/23/2002,10/4/2002
1020432,992422,960682,2,102,1,6/24/2002,10/4/2002
1020442,992422,961722,2,102,1,6/24/2002,10/4/2002
1020452,1001052,961742,2,102,2,6/24/2002,10/4/2002
1020462,1001052,981662,2,102,1,6/24/2002,10/4/2002
1020472,1001052,981662,2,102,2,6/24/2002,10/4/2002
1020482,1001052,970712,2,102,2,6/25/2002,10/4/2002
1020492,1001052,970712,2,102,2,6/25/2002,10/4/2002
1020502,991902,971542,2,102,1,6/25/2002,10/4/2002
1020512,992422,971022,2,102,1,6/25/2002,10/4/2002
1020522,991902,971532,2,102,1,6/25/2002,10/4/2002
1020532,991902,990082,2,102,2,6/25/2002,10/4/2002
1020542,1000452,1000622,2,102,2,6/25/2002,10/4/2002
1020552,1000632,961382,2,102,2,6/25/2002,10/4/2002
1020562,1000632,961382,2,102,1,6/25/2002,10/4/2002
1020572,991902,980372,2,102,1,6/25/2002,10/4/2002
1020582,991902,980372,2,102,2,6/25/2002,10/4/2002
1020592,992422,982942,2,102,2,6/25/2002,10/4/2002
1020603,990473,950122,4,102,2,6/26/2002,10/4/2002
1020613,990473,950122,4,102,1,6/26/2002,10/4/2002
1020622,1001122,961522,2,102,2,6/26/2002,10/4/2002
1020632,1001122,961522,2,102,1,6/26/2002,10/4/2002
1020642,1000632,992202,2,102,2,6/26/2002,10/4/2002
1020652,1000632,992202,2,102,1,6/26/2002,10/4/2002
1020663,990473,982513,3,102,1,6/26/2002,10/4/2002
1020672,1001122,972302,2,102,1,6/26/2002,10/4/2002
1020682,991902,992152,2,102,1,6/26/2002,10/4/2002
1020693,1000993,992123,3,102,2,6/27/2002,10/4/2002
1020703,1000723,991483,3,102,1,6/27/2002,10/4/2002
1020713,990473,953725,3,102,1,6/27/2002,10/4/2002
1020723,1000723,1002383,3,102,1,6/27/2002,10/4/2002
1020732,1000452,1002092,2,102,1,6/27/2002,10/4/2002
1020743,1000723,953794,3,102,2,6/27/2002,10/4/2002
1020752,1001052,952475,2,102,2,6/28/2002,10/4/2002
1020763,1000993,950505,3,102,2,6/28/2002,10/4/2002
1020772,1001052,990622,2,102,1,6/28/2002,10/4/2002
1020782,1000452,960742,2,102,1,6/28/2002,10/4/2002
1020792,1000452,960742,2,102,1,6/28/2002,10/4/2002
1020803,1002073,991553,3,102,1,6/28/2002,10/4/2002
1020812,1000452,991622,2,102,2,6/28/2002,10/4/2002
1020822,991902,1001782,2,102,1,6/28/2002,10/4/2002
1020832,1000632,1000212,2,102,2,6/28/2002,10/4/2002
1020842,1000632,1000212,2,102,1,6/28/2002,10/4/2002
1020852,1000452,1000582,2,102,2,6/29/2002,10/4/2002
1020862,992422,980542,2,102,2,6/29/2002,10/4/2002
1020872,992422,980542,2,102,2,6/29/2002,10/4/2002
1020883,1002073,992253,3,102,2,6/29/2002,10/4/2002
1020892,992422,990552,2,102,1,6/30/2002,10/4/2002
1020902,992422,990552,2,102,2,6/30/2002,10/4/2002
1020912,1001122,981632,2,102,2,6/30/2002,10/4/2002
1020922,1001122,981632,2,102,1,6/30/2002,10/4/2002
1020932,1001122,972312,2,102,2,6/30/2002,10/4/2002
1020942,1001122,972312,2,102,1,6/30/2002,10/4/2002
1020952,991902,980982,2,102,1,6/30/2002,10/4/2002
1020962,991902,980982,2,102,2,6/30/2002,10/4/2002
1020972,1000452,960812,2,102,1,6/30/2002,10/4/2002
1020982,1000452,960812,2,102,2,6/30/2002,10/4/2002
1020992,992422,980732,2,102,1,6/30/2002,10/4/2002
1021002,992422,980732,2,102,2,6/30/2002,10/4/2002
1021012,1000452,981692,2,102,2,6/30/2002,10/4/2002
1021022,1001122,971462,2,102,2,7/1/2002,10/4/2002
1021032,1001122,971462,2,102,2,7/1/2002,10/4/2002
1021042,1001052,960112,2,102,2,7/1/2002,10/4/2002
1021052,992422,991222,2,102,1,7/1/2002,10/4/2002
1021062,992422,991222,2,102,1,7/1/2002,10/4/2002
1021072,991902,990092,2,102,2,7/1/2002,10/4/2002
1021082,991902,990092,2,102,2,7/1/2002,10/4/2002
1021092,991902,991842,2,102,2,7/1/2002,10/4/2002
1021102,1000452,1001422,2,102,1,7/1/2002,10/4/2002
1021112,1000452,1001422,2,102,1,7/1/2002,10/4/2002
1021122,1001122,992692,2,102,1,7/1/2002,10/4/2002
1021133,1002073,972053,3,102,1,7/1/2002,10/4/2002
1021142,1000452,950732,2,102,1,7/1/2002,10/4/2002
1021153,1000993,961293,3,102,2,7/2/2002,10/4/2002
1021162,1001052,961192,2,102,2,7/2/2002,10/4/2002
1021172,1001122,991972,2,102,1,7/2/2002,10/4/2002
1021182,1001122,961332,2,102,1,7/2/2002,10/4/2002
1021192,1000632,950964,2,102,1,7/2/2002,10/4/2002
1021202,992422,1000832,2,102,1,7/2/2002,10/4/2002
1021212,1001052,954604,2,102,1,7/2/2002,10/4/2002
1021222,1001052,954604,2,102,2,7/2/2002,10/4/2002
1021232,1000632,952942,2,102,1,7/2/2002,10/4/2002
1021242,1000632,952942,2,102,1,7/2/2002,10/4/2002
1021253,1000723,951354,3,102,1,7/2/2002,10/4/2002
1021263,1000993,970043,3,102,1,7/2/2002,10/4/2002
1021272,992422,954494,2,102,1,7/2/2002,10/4/2002
1021282,1001122,1000822,2,102,1,7/2/2002,10/4/2002
1021292,991902,970012,2,102,1,7/2/2002,10/4/2002
1021302,991902,970012,2,102,1,7/2/2002,10/4/2002
1021312,1001122,951142,2,102,2,7/3/2002,10/4/2002
1021322,1001122,951142,2,102,1,7/3/2002,10/4/2002
1021333,1000993,992593,3,102,1,7/3/2002,10/4/2002
1021353,1000723,960983,3,102,2,7/3/2002,10/4/2002
1021362,1000632,990142,2,102,1,7/3/2002,10/4/2002
1021372,1001052,970722,2,102,1,7/3/2002,10/4/2002
1021382,1001052,970722,2,102,1,7/3/2002,10/4/2002
1021392,1001052,991762,2,102,1,7/3/2002,10/4/2002
1021402,1000632,1000502,2,102,1,7/4/2002,10/4/2002
1021412,1000632,1000502,2,102,2,7/4/2002,10/4/2002
1021423,1000723,970653,3,102,2,7/4/2002,10/4/2002
1021433,990473,982693,3,102,2,7/4/2002,10/4/2002
1021442,1001052,980702,2,102,1,7/4/2002,10/4/2002
1021452,1001052,980702,2,102,2,7/4/2002,10/4/2002
1021462,992422,950315,2,102,1,7/3/2002,10/4/2002
1021473,1002073,953003,3,102,1,7/4/2002,10/4/2002
